Codice,Comune,Cod_prov,Provincia,Pop2011,Pop2014
03019003,ANNICCO,19,CREMONA,2097.0,2095.0
03019051,GRUMELLO CREMONESE ED UNITI,19,CREMONA,1908.0,1823.0
03019063,OLMENETA,19,CREMONA,957.0,976.0
03019016,CASALBUTTANO ED UNITI,19,CREMONA,4112.0,3969.0
03016096,FARA GERA D`ADDA,16,BERGAMO,7970.0,7975.0
03016172,PONTIROLO NUOVO,16,BERGAMO,5102.0,5008.0
03016154,PAGAZZANO,16,BERGAMO,2103.0,2083.0
03019073,PIERANICA,19,CREMONA,1181.0,1182.0
03019078,QUINTANO,19,CREMONA,927.0,947.0
03019020,CASALETTO VAPRIO,19,CREMONA,1784.0,1789.0
03019105,TORLINO VIMERCATI,19,CREMONA,445.0,472.0
03019011,CAMPAGNOLA CREMASCA,19,CREMONA,694.0,679.0
03016013,ARZAGO D`ADDA,16,BERGAMO,2811.0,2709.0
03019002,AGNADELLO,19,CREMONA,3776.0,3858.0
03016142,MOZZANICA,16,BERGAMO,4619.0,4633.0
03016020,BARIANO,16,BERGAMO,4431.0,4387.0
03015178,POZZUOLO MARTESANA,15,MILANO,7991.0,8384.0
03015230,VAPRIO D`ADDA,15,MILANO,8045.0,8715.0
03015224,TRUCCAZZANO,15,MILANO,5982.0,6041.0
03015114,INZAGO,15,MILANO,10541.0,10932.0
03015177,POZZO D`ADDA,15,MILANO,5523.0,5950.0
03016075,CISERANO,16,BERGAMO,5769.0,5820.0
03016029,BOLTIERE,16,BERGAMO,5757.0,6018.0
03016037,BREMBATE,16,BERGAMO,8234.0,8606.0
03016140,MORENGO,16,BERGAMO,2600.0,2563.0
03016079,COLOGNO AL SERIO,16,BERGAMO,10759.0,11097.0
03016049,CANONICA D`ADDA,16,BERGAMO,4455.0,4455.0
03016100,FIORANO AL SERIO,16,BERGAMO,3097.0,3021.0
03016067,CAZZANO SANT`ANDREA,16,BERGAMO,1604.0,1661.0
03016124,LEFFE,16,BERGAMO,4730.0,4573.0
03016070,CENE,16,BERGAMO,4225.0,4276.0
03016168,PONTE NOSSA,16,BERGAMO,1923.0,1824.0
03016111,GAZZANIGA,16,BERGAMO,5161.0,5134.0
03016249,CORNALBA,16,BERGAMO,310.0,307.0
03016175,PREMOLO,16,BERGAMO,1166.0,1143.0
03016146,OLTRE IL COLLE,16,BERGAMO,1062.0,1032.0
03018070,GENZONE,18,PAVIA,374.0,355.0
03018053,COPIANO,18,PAVIA,1801.0,1696.0
03018071,GERENZAGO,18,PAVIA,1379.0,1404.0
03018181,VISTARINO,18,PAVIA,1569.0,1580.0
03018085,MAGHERNO,18,PAVIA,1619.0,1706.0
03018180,VILLANTERIO,18,PAVIA,3226.0,3269.0
03018077,INVERNO E MONTELEONE,18,PAVIA,1317.0,1474.0
03018157,TORRE D`ARESE,18,PAVIA,980.0,977.0
03018087,MARZANO,18,PAVIA,1608.0,1673.0
03018011,BASTIDA PANCARANA,18,PAVIA,1047.0,1047.0
03018151,SOMMO,18,PAVIA,1132.0,1142.0
03018030,CARBONARA AL TICINO,18,PAVIA,1550.0,1584.0
03016245,ZANICA,16,BERGAMO,8190.0,8590.0
03018129,RONCARO,18,PAVIA,1327.0,1540.0
03018179,VILLANOVA D`ARDENGHI,18,PAVIA,786.0,779.0
03016117,GRASSOBBIO,16,BERGAMO,6322.0,6437.0
03016066,CAVERNAGO,16,BERGAMO,2450.0,2627.0
03016043,CALCINATE,16,BERGAMO,5878.0,5932.0
03016018,BAGNATICA,16,BERGAMO,4190.0,4300.0
03016084,COSTA DI MEZZATE,16,BERGAMO,3369.0,3368.0
03016139,MONTELLO,16,BERGAMO,3253.0,3233.0
03016042,BRUSAPORTO,16,BERGAMO,5354.0,5562.0
03016003,ALBANO SANT`ALESSANDRO,16,BERGAMO,8075.0,8258.0
03016160,PEDRENGO,16,BERGAMO,5777.0,6078.0
03016189,SAN PAOLO D`ARGON,16,BERGAMO,5435.0,5546.0
03016216,TORRE DE` ROVERI,16,BERGAMO,2326.0,2416.0
03016194,SCANZOROSCIATE,16,BERGAMO,9843.0,10114.0
03016077,CLUSONE,16,BERGAMO,8793.0,8599.0
03016241,VILLA D`OGNA,16,BERGAMO,1982.0,1929.0
03016012,ARDESIO,16,BERGAMO,3651.0,3555.0
03016225,VALGOGLIO,16,BERGAMO,616.0,601.0
03016107,GANDELLINO,16,BERGAMO,1065.0,1026.0
03016222,URGNANO,16,BERGAMO,9592.0,9750.0
03016113,GHISALBA,16,BERGAMO,5945.0,6155.0
03016028,BOLGARE,16,BERGAMO,5698.0,6081.0
03016141,MORNICO AL SERIO,16,BERGAMO,2897.0,2958.0
03016157,PALOSCO,16,BERGAMO,5801.0,5851.0
03016232,VERDELLINO,16,BERGAMO,7790.0,7687.0
03015247,ZIBIDO SAN GIACOMO,15,MILANO,6734.0,6866.0
03015011,ASSAGO,15,MILANO,8168.0,8754.0
03015192,SAN DONATO MILANESE,15,MILANO,32702.0,32221.0
03015171,PESCHIERA BORROMEO,15,MILANO,22774.0,23077.0
03015159,OPERA,15,MILANO,13840.0,13772.0
03018141,SANT`ALESSIO CON VIALONE,18,PAVIA,845.0,951.0
03018135,SAN GENESIO ED UNITI,18,PAVIA,3791.0,3842.0
03018072,GIUSSAGO,18,PAVIA,5038.0,5160.0
03018127,ROGNANO,18,PAVIA,618.0,650.0
03018173,VELLEZZO BELLINI,18,PAVIA,3044.0,3213.0
03018015,BORGARELLO,18,PAVIA,2689.0,2731.0
03016080,COLZATE,16,BERGAMO,1674.0,1671.0
03016060,CASNIGO,16,BERGAMO,3343.0,3315.0
03018019,BORNASCO,18,PAVIA,2607.0,2636.0
03018086,MARCIGNAGO,18,PAVIA,2488.0,2488.0
03018046,CERTOSA DI PAVIA,18,PAVIA,4967.0,5304.0
03018012,BATTUDA,18,PAVIA,599.0,679.0
03018080,LARDIRAGO,18,PAVIA,1227.0,1205.0
03018185,ZECCONE,18,PAVIA,1694.0,1747.0
03016234,VERTOVA,16,BERGAMO,4871.0,4786.0
03016116,GORNO,16,BERGAMO,1684.0,1624.0
03016148,ONETA,16,BERGAMO,661.0,624.0
03016081,COMUN NUOVO,16,BERGAMO,4144.0,4279.0
03016126,LEVATE,16,BERGAMO,3813.0,3837.0
03016178,RANICA,16,BERGAMO,6018.0,6020.0
03018163,TRIVOLZIO,18,PAVIA,1986.0,2157.0
03018165,TROVO,18,PAVIA,1013.0,1046.0
03014038,LOVERO,14,SONDRIO,670.0,664.0
03014066,TIRANO,14,SONDRIO,9238.0,9160.0
03014059,SERNIO,14,SONDRIO,503.0,498.0
03014076,VERVIO,14,SONDRIO,216.0,218.0
03017083,INCUDINE,17,BRESCIA,400.0,393.0
03014040,MAZZO DI VALTELLINA,14,SONDRIO,1061.0,1046.0
03018188,ZERBO,18,PAVIA,444.0,434.0
03017206,PIANCOGNO,17,BRESCIA,4707.0,4722.0
03016182,ROGNO,16,BERGAMO,3966.0,3971.0
03017065,DARFO BOARIO TERME,17,BRESCIA,15751.0,15627.0
03016201,SONGAVAZZO,16,BERGAMO,701.0,725.0
03016149,ONORE,16,BERGAMO,835.0,867.0
03016099,FINO DEL MONTE,16,BERGAMO,1153.0,1128.0
03016108,GANDINO,16,BERGAMO,5697.0,5471.0
03016071,CERETE,16,BERGAMO,1669.0,1639.0
03018034,CASORATE PRIMO,18,PAVIA,8425.0,8624.0
03015246,ZELO SURRIGONE,15,MILANO,1377.0,1711.0
03015035,BUBBIANO,15,MILANO,2193.0,2405.0
03015112,GUDO VISCONTI,15,MILANO,1720.0,1681.0
03015235,VERMEZZO,15,MILANO,3897.0,3938.0
03015188,ROSATE,15,MILANO,5442.0,5590.0
03015005,ALBAIRATE,15,MILANO,4680.0,4702.0
03015184,ROBECCO SUL NAVIGLIO,15,MILANO,6929.0,6845.0
03015061,CASSINETTA DI LUGAGNANO,15,MILANO,1879.0,1919.0
03017006,ANGOLO TERME,17,BRESCIA,2563.0,2459.0
03016064,CASTIONE DELLA PRESOLANA,16,BERGAMO,3476.0,3440.0
03016187,ROVETTA,16,BERGAMO,3966.0,4080.0
03016147,OLTRESSENDA ALTA,16,BERGAMO,186.0,171.0
03016078,COLERE,16,BERGAMO,1141.0,1144.0
03017022,BORNO,17,BRESCIA,2672.0,2644.0
03016118,GROMO,16,BERGAMO,1252.0,1227.0
03016017,AZZONE,16,BERGAMO,437.0,412.0
03017128,OSSIMO,17,BRESCIA,1462.0,1465.0
03017095,LOZIO,17,BRESCIA,416.0,417.0
03017049,CERVENO,17,BRESCIA,674.0,662.0
03017068,EDOLO,17,BRESCIA,4558.0,4570.0
03014068,TOVO DI SANT`AGATA,14,SONDRIO,630.0,626.0
03016068,CENATE SOPRA,16,BERGAMO,2524.0,2549.0
03018156,TORRE BERETTI E CASTELLARO,18,PAVIA,606.0,581.0
03018146,SARTIRANA LOMELLINA,18,PAVIA,1787.0,1664.0
03018022,BREME,18,PAVIA,872.0,806.0
03018148,SEMIANA,18,PAVIA,251.0,232.0
03018168,VALLE LOMELLINA,18,PAVIA,2241.0,2192.0
03018172,VELEZZO LOMELLINA,18,PAVIA,103.0,100.0
03018001,ALAGNA,18,PAVIA,906.0,878.0
03018136,SAN GIORGIO DI LOMELLINA,18,PAVIA,1189.0,1120.0
03018027,CANDIA LOMELLINA,18,PAVIA,1688.0,1572.0
03018045,CERGNAGO,18,PAVIA,769.0,748.0
03018186,ZEME,18,PAVIA,1134.0,1074.0
03018104,OLEVANO DI LOMELLINA,18,PAVIA,806.0,739.0
03017116,MUSCOLINE,17,BRESCIA,2573.0,2640.0
03019087,SALVIROLA,19,CREMONA,1176.0,1169.0
03017041,CASTELCOVATI,17,BRESCIA,6564.0,6611.0
03020010,CASALMORO,20,MANTOVA,2243.0,2287.0
03017089,LIMONE SUL GARDA,17,BRESCIA,1164.0,1176.0
03017070,ESINE,17,BRESCIA,5384.0,5337.0
03016217,TORRE PALLAVICINA,16,BERGAMO,1138.0,1079.0
03017107,MAZZANO,17,BRESCIA,11713.0,12160.0
03016087,COVO,16,BERGAMO,4140.0,4057.0
03016237,VIGOLO,16,BERGAMO,603.0,592.0
03016174,PREDORE,16,BERGAMO,1895.0,1831.0
03017163,RODENGO - SAIANO,17,BRESCIA,8858.0,9465.0
03017069,ERBUSCO,17,BRESCIA,8656.0,8660.0
03013063,CERANO INTELVI,13,COMO,550.0,540.0
03017056,COCCAGLIO,17,BRESCIA,8575.0,8772.0
03017103,MANERBIO,17,BRESCIA,13273.0,13075.0
03016163,PIARIO,16,BERGAMO,1106.0,1107.0
03017081,GUSSAGO,17,BRESCIA,16759.0,16786.0
03016104,FORESTO SPARSO,16,BERGAMO,3151.0,3131.0
03019079,RICENGO,19,CREMONA,1795.0,1766.0
03017004,ALFIANELLO,17,BRESCIA,2476.0,2536.0
03015243,VITTUONE,15,MILANO,9082.0,9038.0
03019085,ROBECCO D`OGLIO,19,CREMONA,2393.0,2373.0
03017053,CIGOLE,17,BRESCIA,1669.0,1577.0
03019115,VOLTIDO,19,CREMONA,413.0,397.0
03017140,PERTICA BASSA,17,BRESCIA,698.0,655.0
03019042,DRIZZONA,19,CREMONA,565.0,552.0
03020008,CANNETO SULL`OGLIO,20,MANTOVA,4555.0,4474.0
03108012,BRUGHERIO,108,MONZA E DELLA BRIANZA,33484.0,34315.0
03108034,MUGGIO`,108,MONZA E DELLA BRIANZA,23433.0,23421.0
03017104,MARCHENO,17,BRESCIA,4492.0,4408.0
03016010,ANTEGNATE,16,BERGAMO,3194.0,3215.0
03017179,SIRMIONE,17,BRESCIA,8150.0,8128.0
03013211,SCHIGNANO,13,COMO,914.0,851.0
03017186,TORBOLE CASAGLIA,17,BRESCIA,6332.0,6539.0
03017147,PONCARALE,17,BRESCIA,5269.0,5287.0
03016062,CASTELLI CALEPIO,16,BERGAMO,10016.0,10289.0
03019106,TORNATA,19,CREMONA,500.0,468.0
03017146,POMPIANO,17,BRESCIA,3911.0,3882.0
03020027,GONZAGA,20,MANTOVA,9301.0,9135.0
03015195,SAN GIULIANO MILANESE,15,MILANO,36871.0,37987.0
03017014,BEDIZZOLE,17,BRESCIA,11937.0,12257.0
03015098,CUSANO MILANINO,15,MILANO,19547.0,18991.0
03017031,CAINO,17,BRESCIA,2082.0,2169.0
03017025,BOVEZZO,17,BRESCIA,7512.0,7485.0
03017037,CAPRIANO DEL COLLE,17,BRESCIA,4499.0,4673.0
03017057,COLLEBEATO,17,BRESCIA,4771.0,4692.0
03017200,VILLACHIARA,17,BRESCIA,1456.0,1464.0
03017143,PISOGNE,17,BRESCIA,8115.0,8055.0
03017129,PADENGHE SUL GARDA,17,BRESCIA,4350.0,4441.0
03020011,CASALOLDO,20,MANTOVA,2624.0,2692.0
03017061,CONCESIO,17,BRESCIA,15005.0,15442.0
03017156,PROVAGLIO D`ISEO,17,BRESCIA,7137.0,7320.0
03019061,MOTTA BALUFFI,19,CREMONA,1000.0,961.0
03015026,BOFFALORA SOPRA TICINO,15,MILANO,4290.0,4159.0
03017192,URAGO D`OGLIO,17,BRESCIA,4052.0,3949.0
03019070,PESSINA CREMONESE,19,CREMONA,693.0,664.0
03017141,PEZZAZE,17,BRESCIA,1616.0,1520.0
03016119,GRONE,16,BERGAMO,934.0,912.0
03017106,MARONE,17,BRESCIA,3328.0,3275.0
03017036,CAPOVALLE,17,BRESCIA,401.0,368.0
03020013,CASTELBELFORTE,20,MANTOVA,3029.0,3210.0
03019086,ROMANENGO,19,CREMONA,3078.0,3078.0
03017020,BORGO SAN GIACOMO,17,BRESCIA,5536.0,5512.0
03017087,LAVENONE,17,BRESCIA,624.0,562.0
03016161,PEIA,16,BERGAMO,1857.0,1851.0
03017075,GARDONE VALTROMPIA,17,BRESCIA,11938.0,11737.0
03017034,CALVISANO,17,BRESCIA,8726.0,8604.0
03016193,SARNICO,16,BERGAMO,6652.0,6629.0
03017039,CARPENEDOLO,17,BRESCIA,12698.0,12976.0
03017172,SAN GERVASIO BRESCIANO,17,BRESCIA,2470.0,2527.0
03017105,MARMENTINO,17,BRESCIA,691.0,685.0
03016002,ADRARA SAN ROCCO,16,BERGAMO,857.0,849.0
03017001,ACQUAFREDDA,17,BRESCIA,1615.0,1611.0
03019053,ISOLA DOVARESE,19,CREMONA,1223.0,1190.0
03017091,LOGRATO,17,BRESCIA,3888.0,3813.0
03020058,SAN GIOVANNI DEL DOSSO,20,MANTOVA,1389.0,1251.0
03108035,NOVA MILANESE,108,MONZA E DELLA BRIANZA,23152.0,23337.0
03016102,FONTENO,16,BERGAMO,691.0,656.0
03017142,PIAN CAMUNO,17,BRESCIA,4369.0,4622.0
03020040,PIEVE DI CORIANO,20,MANTOVA,1069.0,1069.0
03017164,ROE` VOLCIANO,17,BRESCIA,4496.0,4550.0
03019097,SONCINO,19,CREMONA,7767.0,7757.0
03017126,ORZIVECCHI,17,BRESCIA,2506.0,2524.0
03017060,COMEZZANO - CIZZAGO,17,BRESCIA,3702.0,3783.0
03020023,FELONICA,20,MANTOVA,1480.0,1402.0
03017191,TREVISO BRESCIANO,17,BRESCIA,568.0,549.0
03020026,GOITO,20,MANTOVA,10355.0,10410.0
03020009,CARBONARA DI PO,20,MANTOVA,1344.0,1313.0
03019054,IZANO,19,CREMONA,2072.0,2025.0
03016025,BERZO SAN FERMO,16,BERGAMO,1309.0,1356.0
03019032,CORTE DE` CORTESI CON CIGNONE,19,CREMONA,1137.0,1065.0
03017046,CAZZAGO SAN MARTINO,17,BRESCIA,11060.0,10967.0
03015125,LOCATE DI TRIULZI,15,MILANO,9707.0,9995.0
03019014,CAPPELLA DE` PICENARDI,19,CREMONA,438.0,432.0
03020038,OSTIGLIA,20,MANTOVA,7221.0,6892.0
03019098,SORESINA,19,CREMONA,9345.0,9063.0
03017125,ORZINUOVI,17,BRESCIA,12549.0,12603.0
03016244,ZANDOBBIO,16,BERGAMO,2746.0,2763.0
03019062,OFFANENGO,19,CREMONA,5893.0,6016.0
03019057,MARTIGNANA DI PO,19,CREMONA,1851.0,2040.0
03017189,TREMOSINE,17,BRESCIA,2154.0,2124.0
03015130,MAGENTA,15,MILANO,23513.0,23482.0
03016120,GRUMELLO DEL MONTE,16,BERGAMO,7360.0,7332.0
03016065,CASTRO,16,BERGAMO,1438.0,1376.0
03017013,BASSANO BRESCIANO,17,BRESCIA,2219.0,2307.0
03017171,SAN FELICE DEL BENACO,17,BRESCIA,3424.0,3391.0
03016180,RIVA DI SOLTO,16,BERGAMO,867.0,883.0
03017155,PREVALLE,17,BRESCIA,6995.0,6987.0
03017080,GOTTOLENGO,17,BRESCIA,5364.0,5219.0
03013060,CASTIGLIONE D`INTELVI,13,COMO,1031.0,1149.0
03015077,CINISELLO BALSAMO,15,MILANO,74150.0,75191.0
03017002,ADRO,17,BRESCIA,7180.0,7097.0
03017024,BOVEGNO,17,BRESCIA,2280.0,2253.0
03017153,PRESEGLIE,17,BRESCIA,1595.0,1520.0
03017197,VESTONE,17,BRESCIA,4509.0,4437.0
03017183,TAVERNOLE SUL MELLA,17,BRESCIA,1411.0,1330.0
03017204,VOBARNO,17,BRESCIA,8259.0,8224.0
03017121,ODOLO,17,BRESCIA,2104.0,2017.0
03016162,PIANICO,16,BERGAMO,1544.0,1490.0
03020036,MONZAMBANO,20,MANTOVA,4859.0,4878.0
03013152,MOLTRASIO,13,COMO,1710.0,1612.0
03020002,ASOLA,20,MANTOVA,10127.0,10184.0
03015204,SEDRIANO,15,MILANO,11277.0,11828.0
03015134,MARCALLO CON CASONE,15,MILANO,6048.0,6242.0
03019089,SAN DANIELE PO,19,CREMONA,1472.0,1387.0
03017044,CASTO,17,BRESCIA,1900.0,1807.0
03015175,PIOLTELLO,15,MILANO,36369.0,36912.0
03020067,VILLA POMA,20,MANTOVA,2037.0,2042.0
03019101,SPINEDA,19,CREMONA,641.0,608.0
03017168,SABBIO CHIESE,17,BRESCIA,3807.0,3918.0
03017033,CALVAGESE DELLA RIVIERA,17,BRESCIA,3501.0,3521.0
03017133,PALAZZOLO SULL`OGLIO,17,BRESCIA,19862.0,20088.0
03017194,VALVESTINO,17,BRESCIA,214.0,194.0
03016083,CORTENUOVA,16,BERGAMO,1959.0,1985.0
03017151,POZZOLENGO,17,BRESCIA,3436.0,3469.0
03020056,SAN GIACOMO DELLE SEGNATE,20,MANTOVA,1774.0,1680.0
03017076,GARGNANO,17,BRESCIA,3050.0,2937.0
03017162,ROCCAFRANCA,17,BRESCIA,4819.0,4912.0
03017009,BAGNOLO MELLA,17,BRESCIA,12969.0,12829.0
03017015,BERLINGO,17,BRESCIA,2600.0,2729.0
03017096,LUMEZZANE,17,BRESCIA,23828.0,22980.0
03017196,VEROLAVECCHIA,17,BRESCIA,3903.0,3854.0
03019007,BORDOLANO,19,CREMONA,610.0,622.0
03017115,MURA,17,BRESCIA,791.0,798.0
03017032,CALCINATO,17,BRESCIA,12725.0,12861.0
03017099,MAIRANO,17,BRESCIA,3327.0,3460.0
03012026,BUSTO ARSIZIO,12,VARESE,81760.0,82518.0
03012118,SAMARATE,12,VARESE,16362.0,16027.0
03012108,OLGIATE OLONA,12,VARESE,12243.0,12410.0
03015181,RESCALDINA,15,MILANO,14103.0,14236.0
03108019,CESANO MADERNO,108,MONZA E DELLA BRIANZA,37291.0,38203.0
03012140,VIZZOLA TICINO,12,VARESE,586.0,575.0
03012119,SARONNO,12,VARESE,39161.0,39437.0
03012075,GERENZANO,12,VARESE,10401.0,10789.0
03016007,ALMENNO SAN SALVATORE,16,BERGAMO,5825.0,5778.0
03016169,PONTERANICA,16,BERGAMO,6825.0,6857.0
03016248,ALGUA,16,BERGAMO,726.0,686.0
03016247,COSTA DI SERINA,16,BERGAMO,980.0,977.0
03016035,BRACCA,16,BERGAMO,767.0,730.0
03016144,NEMBRO,16,BERGAMO,11636.0,11688.0
03016008,ALZANO LOMBARDO,16,BERGAMO,13757.0,13632.0
03108046,VEDANO AL LAMBRO,108,MONZA E DELLA BRIANZA,7669.0,7535.0
03108041,SOVICO,108,MONZA E DELLA BRIANZA,8121.0,8381.0
03108020,COGLIATE,108,MONZA E DELLA BRIANZA,8409.0,8480.0
03108040,SEVESO,108,MONZA E DELLA BRIANZA,22877.0,23360.0
03012122,SOLBIATE OLONA,12,VARESE,5627.0,5564.0
03016085,COSTA VALLE IMAGNA,16,BERGAMO,624.0,598.0
03097014,CARENNO,97,LECCO,1533.0,1482.0
03016082,CORNA IMAGNA,16,BERGAMO,969.0,949.0
03016186,ROTA D`IMAGNA,16,BERGAMO,924.0,928.0
03097034,ERVE,97,LECCO,779.0,726.0
03016041,BRUMANO,16,BERGAMO,95.0,114.0
03016092,DOSSENA,16,BERGAMO,966.0,954.0
03016199,SERINA,16,BERGAMO,2187.0,2140.0
03016127,LOCATELLO,16,BERGAMO,853.0,829.0
03016098,FILAGO,16,BERGAMO,3224.0,3200.0
03016131,MADONE,16,BERGAMO,4031.0,3986.0
03012032,CARDANO AL CAMPO,12,VARESE,14542.0,14875.0
03012079,GORLA MINORE,12,VARESE,8512.0,8555.0
03108005,BARLASSINA,108,MONZA E DELLA BRIANZA,6887.0,6956.0
03108032,MISINTO,108,MONZA E DELLA BRIANZA,5078.0,5454.0
03013202,ROVELLO PORRO,13,COMO,6105.0,6210.0
03016230,VEDESETA,16,BERGAMO,217.0,205.0
03016048,CAMERATA CORNELLO,16,BERGAMO,619.0,625.0
03016125,LENNA,16,BERGAMO,640.0,622.0
03016061,CASSIGLIO,16,BERGAMO,120.0,112.0
03016253,VAL BREMBILLA,16,BERGAMO,4539.0,4477.0
03013138,LURATE CACCIVIO,13,COMO,10083.0,9901.0
03013245,VILLA GUARDIA,13,COMO,7759.0,8021.0
03013165,OLGIATE COMASCO,13,COMO,11364.0,11569.0
03013154,MONTANO LUCINO,13,COMO,4755.0,5030.0
03013206,SAN FERMO DELLA BATTAGLIA,13,COMO,4489.0,4621.0
03013099,FALOPPIO,13,COMO,4192.0,4629.0
03013061,CAVALLASCA,13,COMO,2971.0,2953.0
03013199,RONAGO,13,COMO,1769.0,1746.0
03013228,UGGIATE - TREVANO,13,COMO,4431.0,4808.0
03013169,OLTRONA DI SAN MAMETTE,13,COMO,2293.0,2360.0
03013010,APPIANO GENTILE,13,COMO,7726.0,7784.0
03013034,BULGAROGRASSO,13,COMO,3921.0,3946.0
03013110,GRANDATE,13,COMO,2921.0,2835.0
03013215,SOLBIATE,13,COMO,2561.0,2570.0
03013005,ALBIOLO,13,COMO,2687.0,2739.0
03013022,BEREGAZZO CON FIGLIARO,13,COMO,2590.0,2735.0
03013075,COMO,13,COMO,85263.0,84687.0
03013232,VALMOREA,13,COMO,2687.0,2663.0
03013024,BIZZARONE,13,COMO,1541.0,1551.0
03013251,COLVERDE,13,COMO,5257.0,5402.0
03016091,DALMINE,16,BERGAMO,23266.0,23304.0
03108003,ALBIATE,108,MONZA E DELLA BRIANZA,6201.0,6298.0
03012078,GORLA MAGGIORE,12,VARESE,5097.0,5023.0
03012039,CASORATE SEMPIONE,12,VARESE,5747.0,5756.0
03012050,CISLAGO,12,VARESE,10063.0,10277.0
03013201,ROVELLASCA,13,COMO,7608.0,7797.0
03013227,TURATE,13,COMO,9016.0,9341.0
03012067,FAGNANO OLONA,12,VARESE,12146.0,12339.0
03012070,GALLARATE,12,VARESE,51751.0,52850.0
03108054,LENTATE SUL SEVESO,108,MONZA E DELLA BRIANZA,15572.0,15788.0
03013128,LIMIDO COMASCO,13,COMO,3732.0,3903.0
03012048,CAVARIA CON PREMEZZO,12,VARESE,5718.0,5823.0
03012040,CASSANO MAGNAGO,12,VARESE,21595.0,21677.0
03012029,CAIRATE,12,VARESE,7887.0,7877.0
03012123,SOMMA LOMBARDO,12,VARESE,17437.0,17745.0
03013159,MOZZATE,13,COMO,8367.0,8953.0
03012107,OGGIONA CON SANTO STEFANO,12,VARESE,4329.0,4275.0
03013135,LUISAGO,13,COMO,2702.0,2736.0
03013055,CASSINA RIZZARDI,13,COMO,3224.0,3290.0
03013013,ASSO,13,COMO,3665.0,3661.0
03013123,LASNIGO,13,COMO,458.0,479.0
03013015,BARNI,13,COMO,628.0,602.0
03013037,CAGLIO,13,COMO,448.0,457.0
03013229,VALBRONA,13,COMO,2737.0,2700.0
03097043,LIERNA,97,LECCO,2242.0,2176.0
03097046,MANDELLO DEL LARIO,97,LECCO,10628.0,10421.0
03016123,LALLIO,16,BERGAMO,4138.0,4209.0
03016207,STEZZANO,16,BERGAMO,12867.0,13019.0
03016016,AZZANO SAN PAOLO,16,BERGAMO,7685.0,7641.0
03016150,ORIO AL SERIO,16,BERGAMO,1752.0,1791.0
03013068,CIRIMIDO,13,COMO,2164.0,2104.0
03013131,LOCATE VARESINO,13,COMO,4249.0,4364.0
03013133,LOMAZZO,13,COMO,9564.0,9735.0
03013137,LURAGO MARINONE,13,COMO,2463.0,2557.0
03013100,FENEGRO`,13,COMO,3138.0,3211.0
03012012,BESNATE,12,VARESE,5437.0,5559.0
03012085,JERAGO CON ORAGO,12,VARESE,5124.0,5238.0
03013045,CARBONATE,13,COMO,2920.0,2905.0
03012005,ARSAGO SEPRIO,12,VARESE,4886.0,4953.0
03013238,VENIANO,13,COMO,2859.0,2962.0
03012089,LONATE CEPPINO,12,VARESE,4909.0,4941.0
03012121,SOLBIATE ARNO,12,VARESE,4356.0,4219.0
03012044,CASTELSEPRIO,12,VARESE,1296.0,1302.0
03012033,CARNAGO,12,VARESE,6466.0,6662.0
03012002,ALBIZZATE,12,VARESE,5275.0,5349.0
03012127,TRADATE,12,VARESE,17901.0,18622.0
03012080,GORNATE OLONA,12,VARESE,2232.0,2245.0
03012035,CARONNO VARESINO,12,VARESE,4944.0,4953.0
03012136,VENEGONO INFERIORE,12,VARESE,6370.0,6142.0
03012106,MORNAGO,12,VARESE,4873.0,5045.0
03012138,VERGIATE,12,VARESE,9014.0,8910.0
03012047,CASTRONNO,12,VARESE,5361.0,5257.0
03012124,SUMIRAGO,12,VARESE,6274.0,6221.0
03012101,MERCALLO,12,VARESE,1816.0,1853.0
03012137,VENEGONO SUPERIORE,12,VARESE,7185.0,7277.0
03012046,CASTIGLIONE OLONA,12,VARESE,7906.0,7754.0
03012023,BRUNELLO,12,VARESE,1041.0,988.0
03012105,MORAZZONE,12,VARESE,4375.0,4269.0
03097035,ESINO LARIO,97,LECCO,766.0,764.0
03097067,PERLEDO,97,LECCO,945.0,970.0
03097062,PADERNO D`ADDA,97,LECCO,3936.0,3927.0
03108042,SULBIATE,108,MONZA E DELLA BRIANZA,3995.0,4180.0
03108002,AICURZIO,108,MONZA E DELLA BRIANZA,2069.0,2072.0
03108053,CORNATE D`ADDA,108,MONZA E DELLA BRIANZA,10464.0,10710.0
03097071,ROBBIATE,97,LECCO,6106.0,6256.0
03108031,MEZZAGO,108,MONZA E DELLA BRIANZA,4163.0,4337.0
03016198,SERIATE,16,BERGAMO,24297.0,25276.0
03016115,GORLE,16,BERGAMO,6404.0,6570.0
03016214,TORRE BOLDONE,16,BERGAMO,8334.0,8703.0
03016005,ALME`,16,BERGAMO,5736.0,5677.0
03013041,CANTU`,13,COMO,39540.0,39995.0
03013170,ORSENIGO,13,COMO,2758.0,2776.0
03014057,SAMOLACO,14,SONDRIO,2914.0,2883.0
03014032,GORDONA,14,SONDRIO,1841.0,1887.0
03014042,MENAROLA,14,SONDRIO,46.0,46.0
03014018,CHIAVENNA,14,SONDRIO,7358.0,7374.0
03012057,CROSIO DELLA VALLE,12,VARESE,618.0,614.0
03012120,SESTO CALENDE,12,VARESE,10830.0,11121.0
03012125,TAINO,12,VARESE,3798.0,3737.0
03012064,DAVERIO,12,VARESE,3073.0,3115.0
03012091,LOZZA,12,VARESE,1238.0,1265.0
03012036,CASALE LITTA,12,VARESE,2674.0,2666.0
